nco_code,occupation_title,job_description,volume,pdf_page,column
3113.1002,LED Light Repair Technician,work checks the non- functional LED light in a systematic manner to find out the fault; dismantles it; repairs the fault and reassemble the light to make it functional.,II-A,316,2
3114.0601,BSS Support Engineer,He also assists field engineers in performing their assigned activities at BTS locations.,II-A,318,1
3114.0801,ICT Engineer,"The ICT Engineer is also responsible for performing upgrades, capacity augmentation, configuration changes and Point Interconnect testing with minimal disruption of services. The ICT or Information and Communication Technology equipment are NodeB/eNodeB, IP and TDM transmission equipment, IP and Packet Core switch, Cloud and Data Centre equipment",II-A,318,2
3114.0802,ICT Technician,"ICT or Information and Communication Technology refers to NodeB/eNodeB, IP and TDM transmission equipment, IP and Packet Core switch, Cloud and Data Centre equipment.",II-A,319,1
3114.0901,Installation Engineer-L2 & L3,may need to undertake commissioning of the site based on network topology.,II-A,319,2
3114.1101,Product Specialist Engineer,provides trainings/reading material to ensure competence building in technical staff and customers.,II-A,320,1
3114.1301,Network Management Engineer,is responsible for provisioning of end to end circuit and managing network elements from a Centralized server called Network Management System.,II-A,320,2
3114.9900,Electronics and,"include all other Electronics Technicians engaged in research and testing in various fields of electronic engineering, not elsewhere classified.",II-A,321,1
3115.0103,Maintenance Technician Assistant-,Mechanical Maintenance Technician-Mechanical is responsible for providing assistance to the Maintenance Technicians in maintaining the mechanical systems of equipment and machinery.,II-A,322,1
3115.0105,Workshop Manager,is,II-A,322,2
3115.0201,Automotive Engineering,"set, and installs units such as assemblies, gears, universal joints in testing equipment and machines and connects wiring, tubing, couplings and power sources using hand tools. Operates test equipment and machines to determine factors such as stress, strain, pressure, flow of fuel, oil and air, wear and usability of installed units under conditions of heat, cold, high speeds and load. Conducts investigations into and experimental tests in development of new automotive equipment and accessories to secure more economical operating basis and lowering manufacturing cost. Supervises assembly and repair work, effects necessary modifications and replacements of parts and checks completed assembly for efficiency of performances. Studies in detail costs involved and seeks lighter and stronger metal parts in auto.",II-A,323,1
3115.0301,"Executive, Proto Manufacturing",co-ordinate with different departments and functions for manufacturing of prototype vehicle/parts that will finally be used for testing and validation.,II-A,323,2
3115.0401,Method Study Executive,"develop, test, and evaluate integrated systems for managing industrial production processes including human work factors, quality control, inventory control, logistics and material flow, cost analysis, and production co-ordination.",II-A,324,1
3115.0501,Manager Maintenance Mechanical,organize repairs. They are also involved in control and monitoring devices and occasionally in the manufacture of items that will help in maintenance.,II-A,324,1
3115.0601,Master Auto Service,"repairs with a wide range of specialized repair of mechanical, electrical and electronic faults.",II-A,324,2
3115.0602,Auto Service Technical,repairs and is responsible for supervising work of other Technicians/Senior Technicians.,II-A,324,2
3115.1000,Aeronautical Engineering,"Installs units such as rib, assemblies, struts, landing gears, valves, ducts, universal joints and motors in testing equipment and machines and connects wiring, tubing, couplings and power sources using hand tools. Operates test equipment and machines to determine factors, such as stress, strain, pressure turbulences, velocities, flow of fuel, oil and air, wear and usability of installed units, under conditions of heat, cold, high speeds, torque and load. Measures induced variations from normal with precision instruments such as micrometres, venires, callipers, manometers, pressure gauzes, flow meters, strain gauzes, and dynamometers and records results for analysis by engineering department. May develop devices such as flat patterns, contour templates and forming block, using hand tools and machine tools, to make mechanical, sheet metal and plumbing parts and assemblies for experimental test projects.",II-A,325,1
3115.1100,"Heating, Ventilation and","set up control temperatures and moisture conditions. Constructs cardboard air ducts and other accessories for use in testing equipment. Couples gauges and instruments to system and starts equipment. Observes and records readings of instruments such as thermometers, thermocouples, air flow meters, voltmeters ammeters, and pressure and draft gauges. Informs supervisor of unusual noise and instrument readings during operation of equipment. May plot recoded data.",II-A,325,2
3115.1301,Tool Designer,Tool Room Designer has to interpret the customer requirement of tools and simulate the same using 3D and 2D drawings through various computer aided design tools to create a graphical model on exact specifications for the manufacturing of Tool and Die,II-A,326,1
3115.1500,"Yard Foreman, Railway","Ascertains that shift workers report as scheduled, and obtains replacement if necessary. Ensures that all incoming and outgoing trains are properly attended and checked by rolling stock staff ‘ on ‘duty, as well as stationery stock of empty coaches are kept clear and are properly cleaned and washed. May arrange formation of special trains required for special occasions such as melas, marriages and emergencies.",II-A,327,1
3115.9900,Mechanical Engineering,"include all other Mechanical Engineering Technicians engaged in manufacture, research, testing and other fields of mechanical engineering, not elsewhere classified.",II-A,327,2
3116.0300,"Laboratory Assistant, Chemical","Sets up laboratory equipment and instruments, such as ovens, leaching drums, gas cylinders, kilns vacuum chambers autoclaves, pyrometers and gas analyser. Analyses products, such as drugs, plastics, dyes and paints to determine strength, purity and other characteristics of chemical contents. Tests ores, minerals, gases and other materials for presence and percentage of elements and substance, such as Carbon, Tungsten, nitrogen, iron, gold or nickel. Prepares chemical solutions for use in processing materials, such as textile, detergents, paper, felt etc., following standard formulas.",II-A,328,2
3116.0400,"Core Analyst, Petrol and Natural","Cleans cores with knife or scraper or breaks off outside surface with hammer to remove drilling fluid deposits. Examines cores under ultra violet light for fluorescence indicating presence of oil. Heats cores in retort, condenses oil or vapours and measures volume of condensates using balance scales and other instruments. Interprets findings to evaluate productive potential of oil or gas bearing formation.",II-A,329,1
3116.9900,"Chemical Engineering Technicians,","include all other Chemical Engineering Technicians engaged in manufacture, research, processing and other fields of chemical engineering, not elsewhere classified.",II-A,330,1
3117.0100,Rock Slicer,Holds small chips of rocks and grinds then on rotating wheels with carborundum powder to reduce thickness. Polishes one surface of chip by hand grinding on glass plate and mounds (fixes) thin rock slice on glass slide with Canada balsam (gum). Grinds other surface of chip to attain desired thickness and then covers it on top with another glass slide (cover slip) with Canada balsam. Grinds other surface to attain desired thickness of chip. Covers section by cover glass with Canada balsam. Fixes labels for marking. Marks glass slide with diamond pencil for numbering. Makes section finally ready for microscopic study.,II-A,330,2
3117.9900,Mining and Metallurgical,"include all other mining and Metallurgical Technicians engaged in extraction and processing of minerals, manufacture, research, testing, etc. of metals and alloys, not elsewhere classified.",II-A,331,2
3118.0200,"Draughtsperson, Civil","plan, sectional views etc. of desired construction using drawing instruments. Draws detailed drawings of specific portions as required. Indicates types of materials to be used, artistic and structural features, etc. in drawing as necessary. May do tracing and blue printing. May reduce or enlarge drawings. May prepare or check estimate schedules for cost of materials and labour. May prepare tender schedules and draft agreements. May work as Draughtsman Architectural.",II-A,332,1
3118.0300,"Draughtsperson, Electrical","Receives instructions from appropriate authority and studies design, sketches, notes, data etc. Draws to scale wiring diagrams, assembly arrangement and other drawings showing electrical connections fittings, sectional view etc. as required. Paints (writes) necessary instructions on drawing such as number of wire, type of insulation etc. to clearly indicate required details. May calculate details from available information by application of standard formulae. May trace and prepare blue prints. May prepare plans of electrical lifts. May prepare estimates, tender schedules and draft agreements.",II-A,332,2
3118.0301,Draftsman,is,II-A,333,1
3118.0401,"Draughtsperson, Mechanical","Takes instructions from Mechanical Engineer and calculates dimensions as required, from available materials (notes, data etc.) or sample. Draws to scale detailed drawings, assembly drawings, showing plan, elevations, sectional views etc. according to nature of work and operations required. Prints (writes) dimensions, tolerances, material to be used and other details to gives clear picture and facilitate understanding. Maintains copies of drawings and makes blue prints. May trace drawings. May design simple mechanical parts. May prepare estimates for materials and labour required.",II-A,333,2
3118.0600,"Draughtsperson, Topographical","Carries out independently projection of small scale map to predetermined size, incorporating features covered in survey, producing total geographical effect by hill shading, giving contours, profile, cross sections, authorised symbols, etc. Uses grid tables, projection table compasses, pantograph, planimeter, etc.",II-A,334,2
3118.0700,Lithographic Designer,"Lithographic Artist; Crayon Artist; crayon lithographer; lithographic designer produces key pattern by copying or creating original designs on prepared medium (polished of grained stone, zinc or aluminium, transfer or glazed paper) with soft greasy crayons for subsequent processing and printing.",II-A,334,2
3118.9900,"Draughtspersons, Other","includes all other draughtsmen engaged in preparing drawings, maps and like sketches, not elsewhere classified.",II-A,335,2
3119.0100,"Laboratory Assistant, Engineering","Sets up in position required apparatus and instruments either inside laboratory or in open as necessary and makes necessary connections with pumps, gauges, vacuum pipe, electrical lines etc. as required. Conducts routine experiments to explain or establish theoretical principles or observe performance, determine horse power, forces focal length, speed, effect of magnetism, pressure, vacuum, etc. as required. Maintains records of observations for calculation and reference purposes. Assists engineers in conducting study or research on engineering problems. May clean lenses and instruments and oil and grease machinery to maintain them in good condition. May do minor repairs to equipment and apparatus. May maintain inventory of apparatus and equipment and replace defective ones.",II-A,336,1
3119.0200,Forensic Science Technician,"Performs tests on weapons or substances, such as fibre, hair, and tissue to determine significance to investigation. May testify as expert witnesses on evidence or crime laboratory techniques. May serve as specialist in area of expertise, such as ballistics, fingerprinting, handwriting, or biochemistry. Analyses and classifies biological fluids using DNA typing or serological techniques. Analyses gunshot residue and bullet paths in order to determine how shootings occurred. Analyses handwritten and machine- produced textual evidence to decipher altered or obliterated text or to determine authorship, age, and/or source. Collects evidence from crime scenes, storing it in conditions that preserve its integrity. Collects impressions of dust from surfaces in order to obtain and identify fingerprints. Confers with ballistics, fingerprinting, handwriting, documents, electronics, medical, chemical, or metallurgical experts concerning evidence and its interpretation. Determines types of bullets used in shooting and if fired from a specific weapon. Examines physical evidence such as hair, fibre, wood or soil residues in order to obtain information about its source and composition.",II-A,336,2
3119.0500,Impression Taker,"Places wet paper on inscribed portion of stone or metal plate. Beats paper over inscribed portion with hand brush so that paper gets into incision of engraved letters and applies black ink on surface of paper. Removes inked paper from stone inscription, showing real inscriptions in white against black background. Hands over paper containing inscription to Epigraphist for deciphering.",II-A,337,2
3119.0600,Weather Observer,"Periodically observes general weather, sky and visibility conditions, and reads weather instruments including thermometers, barometers, and hygrometers to ascertain elements, such as temperature, barometric pressure, humidity, wind velocity, and precipitation. Transmits and receives weather data from other stations over fax machine or e- mails. May collect upper air data on temperature, humidity, and winds, using weather balloon and radio sound equipment. May conduct pilot briefings.",II-A,338,1
3119.0800,Fire Prevention Officer,"Inspects fire extinguishing and fire prevention equipment at regular intervals. Determines temperature, pressure etc. using instruments and by special tests to study and investigate conditions and practices likely to cause fires and reports findings and recommends fire preventive measures, such as provision for exits, adequate floor area and height of building, storage of combustible and explosive materials at required distance and under proper conditions, provision of hydrants and water supply resources etc. to eliminate undesirable conditions. May establish and operate fire safety programmes. May train personnel in fire- fighting and guide operations in case of a fire.",II-A,338,2
3119.9900,Optical and Electronic Equipment,include all other Technicians engaged in optical and electronic equipment operations not elsewhere classified.,II-A,340,1
3121.0100,"Supervisor and Foreman, Mining","head workmen according to nature of tasks to be performed. Ensures application of prescribed safety measures and compliance with mining rules and regulations in his section. Visits different portions of his section, guides workers as necessary and collects necessary information. Keeps in touch with surface, if working underground, arranges proper loading and unloading, dewatering and other mining operations. Maintains prescribed records, submits returns and ensures proper discipline, within his section. Co-ordinates functions with other sections and takes emergency measures as and when required.",II-A,340,2
3121.0400,"Overman, Colliery","Supervises setting of supports for securing roof and walls of work face. Ensures that air crossing, door, brattice and other ventilation devices are maintained in good order. Inspects track and tram-lines to see that they are properly la id, graded ballasted or otherwise packed. Ensures that man-holes and haulage roadways are kept safe and clear of obstruction. Detects unsafe appliances such as runaway switches, stop-blocks, ropes, chains, brakes, jig-wheels and gets them replaced. Ensures that supply of timber, brattice and other essential materials are stored at convenient places. Attends to danger reports and employs safety measures promptly. Gets dangerous places adequately fenced-off and gets defects removed. Maintains prescribed records and submits reports to superiors on safety measures and output of work. May do gas testing and supervise rescue operations if necessary.",II-A,341,2
3121.0500,"Sirdar, Colliery","work- site. Directs and guides drilling and blasting operations ensuring observance of safety precautions. Examines edges of space left by extraction of coal seam and directs erection of supports according to timbering rules. Attends to dangerous operations giving directions in safety measures. Maintains records of output in his section and submits reports to superiors. May deputise for Overman, Colliery in his absence. May render first- aid and conduct rescue operations, if necessary.",II-A,342,1
3121.0600,Mud Supervisor,"Maintains record of all mud transactions, stock and chemicals used. Operates vibrating screen and directs closing and opening of line and tank valves as required. Instructs Drilling Crew to keep channels and tanks clean from sediments, well cuttings, sand, silt etc.",II-A,342,1
3121.0700,Well Pulling Supervisor,"work site, Guides crew to set up hoisting equipment mounted on tractor for repairs, replacements and removal of broken drilling accessories from well. Gets well cleared of mud and water and broken rods tubing etc. using special tools. Controls flow of oil or gas with plug device according to pressure chart. Reports irregularities to proper authorities. Maintains record of progress made. May swab old wells for removing mud, water and slush. May attend to leakage, breakage and other failures during well commission operations.",II-A,342,2
3121.9900,Supervisors and Foremen in Mining,"include all the supervisors and foremen engaged in mining quarrying, well drilling and related activities in field, plant or workshop, not elsewhere classified.",II-A,343,1
3122.0200,"Foreman, Blast Furnace","Directs Stock House Foreman on phone to charge proper proportions of raw material (limestone, iron-ore, coke, manganese etc.) and regulates blast. Checks furnace condition such as blast temperature pressure, furnace space, etc., and controls tapping of molten metal, removing slag (waste matter) and loading of molten iron in ladles. Records all details of furnace in log book. Checks iron and slag samples and issues necessary instructions for rectifying defects if any. May also do slag flushing tapping and operate mud gun for closing tapping hole.",II-A,343,2
3122.0300,Stock House Foreman,"Arranges unloading of raw materials into stock house by Bunker Khalasis and thence to respective bunkers. Receives instructions from Blower, or Foreman Blast Furnace and accordingly instructs Lorry Car Driver or Control Man, Blast Furnace for loading skip with raw material. Keeps accounts of furnace charging, raw material etc. May check lime coating of slag ladles.",II-A,344,1
3122.0500,"Supervisor and Foreman, Metal","Supervises operations and directs workers as necessary to ensure efficient performance and prescribed finish. Arranges for tools and equipment and maintains them in working order. Ensures compliance with safety rules and precautionary measures, maintains necessary records and registers and submits returns as prescribed. May assist workers in setting machines and equipment.",II-A,344,2
3122.0900,"Supervisor and Foreman, Ceramics","work to respective workers. Supervises and controls mixing of ingredients, crushing, casting, moulding, heating, baking, glazing and other operations as necessary according to articles being made and section supervised. Ensures correct production and takes steps to avoid loss and wastage and achieve proper use of men and materials. Maintains prescribed records and registers, replenishes stock of raw materials and keeps machines, kilns and equipment in proper working order.",II-A,345,2
3122.1000,"Supervisor and Foreman, Wood","work. May examine wood to plan treating,",II-A,346,1
3122.1600,Boiler Supervisor,"control, feeding of fuel in hopper, water feed system, steam pressure, etc., in boiler house before starting boilers. Ensures proper combustion of fuel, required flue gas temperature and maintenance of prescribed steam pressure. Checks ash contents either visually or by chemical analysis and ensures continuous and proper working of ash disposal system, cleaning of tube ways and maintenance of boilers and equipment in perfect working order. Adopts precautionary measures in case of emergencies to avoid accidents. Maintains boiler house log book and devises methods to improve efficiency. Gets boilers ready for inspection by Boiler Inspector as scheduled. May conduct minor repairs .",II-A,347,2
3122.2000,"Supervisor and Foreman, Rubber","Arranges to draw raw materials according to specifications of articles to be made or processes involved. Guides setting of machines, tools and operations for mixing of rubber, making solution and dough, bead making, tyre and suble moulding, making foam cushions, hose pipes, etc., and runs trial piece. Checks for dimensions, shape and other specifications as prescribed and gets resetting done as necessary. Maintains prescribed records and serves as liaison between workers and management. Gets machines repaired and overhauled as necessary and ensures proper utilisation of men and material. May get trial piece checked and approved by inspection department before starting actual production. May get running repairs done under his guidance.",II-A,349,1
3122.2100,"Supervisor and Foreman, Plastic","Studies specifications, arranges for materials, tools and equipment and guides setting of machines, tools, din, moulds, etc., according to type of article to be made. Gets trial piece made, checks it for dimensions, form and composition and makes alterations if necessary to ensure conformation to prescribed specifications. Supervises machine and other manufacturing processes such as extruding, moulding, injecting of material, etc. and ensures correct production. Maintains necessary records, ensures proper use of men and material and develops methods to minimise wastage. May conduct running repairs of machines and equipment to keep them in working condition.",II-A,349,2
3122.2300,Plastic Moulding Shift In Charge,"This role is responsible for managing PVC moulding and extrusion activities during the shift, maintaining process parameters, deploying manpower as per requirement, guiding operatives and technicians to complete the assigned task, maintaining a safe and healthy working environment on the shop floor and maintaining records related to production, rejections, material movement and manpower productivity for a line/shift. The role holder is also responsible to set the moulding machine parameters and the process flow during operations",II-A,350,1
3122.2400,"Supervisor and Foreman, Wood","set machines according to required sizes. Selects lumber, runs trial piece and checks it to ensure correct setting. Gets machine reset, if necessary, and directs to saw or machine, required number of pieces. Checks machined pieces from time to time, ensures correct operations and maintains production to required schedule. Enforces safety measures, prevents wastage of material and gets tools and machines repaired or replaced as necessary to keep them in perfect working condition. Maintains prescribed records and registers and serves as liaison between workers and management.",II-A,350,2
3122.2800,Jobber (Textile),"Plans work procedures and allocation of workers in accord with production goals and availability of machines. Sets-up and adjusts looms and other machines to best performance before turning over to workers. Makes minor repairs to restore them to top efficiency or to keep them in operation and avoid production delays. Assembles and distributes raw materials and supplies. Moves constantly about in work area to supervise workers and examines work performed to assure that quality and quantity standards are being met. Introduces changes in manufacturing processes as directed. Maintains simple production records. Controls tools in tool room, enforces fire and safety regulations and transmits workers' grievances to higher authority. May assist in overhauling, repairing and erecting or dismantling of machinery.",II-A,351,2
3122.2900,"Supervisor and Foreman, Hosiery","set machine according to type of article to be manufactured and ensures upkeep of machines and equipment in perfect working condition. Moves about in work area, checks production and ensures correct manufacture. Suggests modifications as necessary and enforces safety and other rules and regulations. May keep records and registers and submit reports.",II-A,352,1
3122.3100,"Supervisor and Foreman,","set, distributes work according to system of manufacture and conducts operations to ensure correct use of men and materials. Checks components at various stages of production, arranges regular flow of materials for line assembly work and gets snags removed as noticed. Ensures correct production and gets batches checked by Examiner. Maintains production log, material and other accounts and serves as liaison between workers and management. May supervise complete shoe-making or one or more of its sections and be designated accordingly.",II-A,352,2
3122.3400,"Supervisors and Foremen, Textile","Guides cutting, joining, folding, stitching and other operations according to specifications, drawing or sample and ensures correct finish and size. Gets necessary fittings done as detailed. Checks work or gets it checked at every stage of production and directs alterations as necessary. Keeps machines and equipment in working order and maintains prescribed records and registers. May set related power driven machines and equipment.",II-A,353,2
3122.3500,"Supervisors and Foremen, Tailoring","Guides workers in making patterns for cutting, adjusting electrical and special purpose sewing machines, setting, joining and sewing parts, button matching, etc., and ensures standard fittings and finish. Checks work, and directs or makes alterations where necessary and keeps machines and equipment in working order. Maintains production register and delivers goods against receipts. May copy or develop new designs to boost sale. May train new entrants.",II-A,354,1
3122.3600,"Supervisor and Foreman, Brush","Studies specifications of type of brush to be made and instructs respective workers accordingly. Checks setting, sizing, sterilizing and other operations, during manufacture according to processes involved, rejects defective items or gets defects removed and ensures correct production. Maintains prescribed records and registers and evolves methods to minimise wastage as far as possible.",II-A,354,2
3122.3800,"Supervisor and Foreman, Tobacco","Guides workers in various tobacco preparation, cigar and cigarette making operations, such as curing, grading, blending, conditioning, drying, stretching, rolling, slitting and other manual and mechanical processes and ensures proper quality according to brand produced. Arranges for materials and ensures upkeep of machines and equipment and proper utilization of men, materials and machines supervised. Maintains necessary records and registers, submits prescribed reports and returns and enforces excise and other rules and regulations May test samples while processing.",II-A,355,1
3122.4000,"Supervisor and Foreman, Material","determines safe and best method of handling them without damaging. Directs and co- ordinates operations of Slingers, Cable Splicers, Riggers, Crane and Hoist Operators, etc., in slinging, raising, moving, lowering, loading, unloading, placing and other activities ensuring safe load and necessary precautions according to type of material or freight handled. Takes special precautions while handling fragile, inflammable and explosive materials to avoid breakage and accidents. Applies emergency measures where necessary and ensures safety of workers around. May maintain record of material handled.",II-A,355,2
3122.4100,"Supervisor and Foreman, Checking,","work to be done and instructs workers accordingly to set machines and equipment or perform manual tasks as prescribed. Gets supply or speed of conveyor belt adjusted according to performance and prescribed out turn, in case of continuous automatic system and ensures observance of sequence of operations and necessary precautions to avoid wastage. Relieves workers as necessary to avoid fatigue and keeps machines and equipment in working order. Trains new entrants. Maintains record of daily out turn. May make shift arrangements to avoid stoppages.",II-A,356,1
3122.4401,Casting Line In charge,"supervises the sand and molten metal related casting operations, overseeing the setting up and operating the casting equipment and forming and finishing of the final output.",II-A,357,1
3122.4502,Forging Shop Supervisor,"control by maintaining process parameters, conducting quality checks on output product, deploying manpower as per requirement, guiding operatives and technicians to complete the assigned task, maintaining a safe and healthy working environment on the shop floor and maintaining records related to production, rejections, material movement and manpower productivity for a line/shift",II-A,358,1
3122.4701,Welding Machine Setter,Welder is,II-A,359,1
3122.5400,"Supervisor and Foreman, Aircraft","determines nature of repairs and adjustments to be done. Details aeromechanics to carry out necessary repairs under his guidance and ensures airworthiness of repaired aircraft before handing over for further flight. Gets aircraft removed to hanger after scheduled hours of flight or on major breakdown for dismantling, thorough checking, complete overhauling, replacement of worn out and defective parts, necessary adjustments, etc. according to prescribed schedule. Guides repairs of engines, fuselage, landing gears and other major units and electrical systems according to specialisation, tasks entrusted or section in which posted and ensures their stipulated performance and airworthiness before reassembling. Calculates data, checks engine horse power, prepares sketches and performs other tasks as may be required to ensure correct working. Maintains records and registers and submits prescribed returns. May train workers.",II-A,361,2
3122.5600,"Supervisor and Foreman, Electrical","Studies drawings and wiring diagrams and explains details to workers. Checks connection, quality and thickness of wire, resistance, condensers, valves, coils, etc., gets defective parts or components replaced and ensures conformity with prescribed specifications. Guides workers in fitting, assembling and installing electrical and electronic equipment including electrical motors and generators and assists them where necessary, to test and remove snags. Tests completed unit for electrical circuit, flow of current, resistance, frequency, earthing, etc. gets defects removed and ensures stipulated performance. May use substitute parts or change wiring system, if authorised.",II-A,362,1
3122.5900,"Charge Hand, Rack Wiring","Organizes and distributes work among operators within sections and fills in time cards. Checks sequence of work performed by different operators, detects and removes faults and ensures that wiring is done according to circuit diagrams. Instructs and trains operators and ensures their general efficiency. Records number of persons supervised and ability to detect and rectify faults in wiring.",II-A,363,1
3122.6400,"Supervisor, Jewellery, Engraving","Guides workers in examining, selecting cutting and processing real and artificial pearls and stones according to design or customer’s specifications. Issues correct weight of gold or silver to workers, explains size and design of ornaments to be made, engravings to be done, jewels to be set or studded, etc., and supervises work to ensure correct working with minimum loss or wastage. Selects artistic designs for engraving inlaying or embossing metals, other than ornaments, and workers to reproduce them on articles for sale, decoration or display. Checks purity of gold and silver to determine value of used or new ornaments. May be experienced or specialized in any particular type of work and be designed accordingly. May assist customers in selecting pearls and jewels, and determining design or ornaments to be made.",II-A,364,2
3122.6503,Planning Supervisor,"work to subordinate workers, trains and educates them, instructs about the job to be performed on daily basis, checks quality of output, manages team and systems, carries out performance appraisal, ensures safety of the diamond, and interacts with other departments in order to ensure accurate planning to derive maximum value from a rough as per company’s objectives and delivers on time.",II-A,365,2
3122.6505,Laser Supervisor,"work to subordinate workers, trains and educates them, instructs about the job to be performed on daily basis, checks quality of output, manages team and systems, carries out performance appraisal, ensures safety of the diamond, and interacts with other departments in order to ensure accurate cut as per marking to derive maximum value from a rough as per company’s objectives and delivers on time.",II-A,366,1
3122.6508,Polishing Supervisor,"work to subordinate workers, trains and educates them, instructs about the job to be performed on daily basis, checks quality of output, manages team and systems, carries out performance appraisal, ensures safety of the diamond, and interacts with other departments in order to produce lots of faceted and polished diamonds as per company’s objectives and customer’s requirement and delivers on time.",II-A,367,1
3122.6511,Supervisor Faceting and Polishing,"work to subordinate workers, trains and educates them, instructs about the job to be performed on daily basis, checks quality of output, manages team and systems, carries out performance appraisal, ensures safety of the diamond, and interacts with other departments in order to produce lots of faceted and polished diamonds as per company’s objectives and Customer’s requirement and delivers on time.",II-A,367,2
3122.6600,"Supervisor and Foreman, Photo-","work to be done and plans work according to operations and order of priority for printing. Instructs cameramen, photo- engravers, darkroom and related workers on prescribed finish and specifications required and guides and supervises their performance. Gets defects removed and ensures minimum wastage and correct production. Maintains prescribed records and assists workers as necessary. May make photo-sensitive glass plates for use in camera, enlarge important microfilms, retouch lithographic printing plates, etc., if required.",II-A,368,1
3122.7100,"Supervisor and Foreman, Brewing,","Arranges for necessary materials and ingredients and guides workers in various operations such as brewing, mashing, fermenting, filtering, making syrups and sherbets, filling bottles, injecting carbon-dioxide into filled bottles, bottling etc., according to nature of production. Gets samples tested while processing and directs necessary adjustments and modifications. Enforces safety measures, compliance with excise and related rules and regulations, prescribed percentage of alcohol content, etc., and ensures standard quality of production. Maintains records and registers and submits prescribed returns. May set machines and equipment.",II-A,369,2
3122.7200,"Supervisor and Foreman, Dairy","Guides workers in skimming and pasteurising milk, separating specified quantity of cream from milk, churning butter, making cheese and other dairy products either by mechanical, manual or combined processes and ensures prescribed quality and quantity of production. Tests or gets samples tested while processing, directs necessary adjustments to be made and maintains hygienic condition in area supervised. Controls bottling, mixing and packing operations according to type and quality of production and maintains necessary records and registers.",II-A,370,1
3122.9900,"Manufacturing Supervisors, Other","include Manufacturing supervisors who co- ordinate and supervise the activities of Process Control Technicians, Machine Operators, Assemblers, and other Manufacturing Labourers not elsewhere classified",II-A,370,2
3123.0200,"Supervisor and Foreman, Insulation","Studies drawings and specifications of insulation to be done. Arranges to draw or procure required quantity of insulating materials and accessories such as mineral wool, shredded or sheets of cork; asbestos etc., and hands them over to workers as required, with necessary instructions for their application. Supervises work, ensures correct application of required type and thickness of insulating material and gets defects removed, if any, to achieve desired result. Maintains necessary records and ensures proper use of men and material. May check insulation done with gauges and meters and report results achieved.",II-A,371,1
3123.0300,"Supervisor and Foreman, Plumbing","Supervises laying and joining of pipes, making connections with soak pit, fitting, sanitary appliances, cleaning blocked drain pipes, removing leakages, etc. and ensures proper installation and repairs done. Checks pipe lines and sewerage systems under his charge periodically or as required and maintains them in proper working order. Maintains records and registers and submits reports as required. May guide workers in installation of gas and hume pipes, making water and gas tight joints, removing water pipe leakages by lead burning, etc., if necessary.",II-A,371,2
3123.0302,Plumbing Supervisor,"is responsible for supervising, co-ordinating and scheduling the activities of plumbers and other staffs.",II-A,372,1
3123.0600,Painting and Surface Treatment,"Line In Charge Painting and Surface Treatment Line In Charge is responsible for supervising the various painting processes like surface treatment, preparation and top coat on different types of metallic frames, structures, jigs, plates, sheets etc. and managing operations for a line or a shift to fulfil the production plan as shared with the team",II-A,373,1
3127.9900,Supervisors and Foremen and,"include supervisory workers engaged in painting, building structure cleaning not elsewhere classified.",II-A,373,2
3131.0200,"Stationary Engine Driver, Internal","determine operating condition and makes adjustments or minor repairs to ensure efficient performance; maintains supply of fuel, lubricates working parts, tightens loose parts and performs other servicing tasks to keep engine in good running order. May fit belt to wheel of engine to run other attached equipment and machinery.",II-A,374,2
3131.0700,"Oiler and Greaser, Stationary","Fills oil cans, grease-guns with required type of lubricant; injects or pours lubricant on moving parts or into holes, oil cups, or reservoirs according to lubricating charts, instructional records or own judgement and knowledge of engine or machine to be lubricated; adjusts feed of oil from cups or reservoirs so that proper quantity reaches moving parts. Forces grease into bearings with grease guns or packs grease cups by hand and screws down cup to force grease to moving parts. Forces oil or smears grease on friction surfaces such as driving chains and guides. Keeps sumps (oil reservoir) for lubricating systems filled with oil. Cleans machine and equipment. May make minor adjustments, tighten loose parts and assist Machine Operator or Repairman. May keep records of tasks performed.",II-A,376,2
3131.1000,Hopper Attendant/Hopper,"Operates machine by manipulating levers and switches to start hoppers for collecting materials and emptying them. Ensures that crushed material such as quartz, lime from crusher machine is dropped into the pit for conveying by hoppers, belt screw crushed material and emptying it into storage bins or tanks for further processing. Regulates speed or movement of hopper by control of lever or valve to carry correct quantity of material into kilns, furnaces, bin, tank etc. as necessary. Keeps place clean and tidy. May operate crusher machine. May replace or repair broken hopper buckets or baskets.",II-A,377,2
3132.0200,Reservoir Caretaker,"control specified water flow, water levels, and water pressure in reservoir. Records data, such as water level, turbidity, temperature, and flow rate. Lubricates and performs minor repairs to equipment, using hand tools. Patrols area to detect property damage and to prevent trespassing. May tend heating apparatus to prevent freezing of valves and gates. May add chemicals to water to retard organic growth such as algae.",II-A,379,1
3132.0500,Heating-Plant Superintendent,"supervises and co-ordinates activities of workers engaged in producing and distributing steam, heat and hot water in commercial or industrial establishments, and in maintaining mechanical equipment, such as boilers, pipe systems, pump, hot water generators, hot air furnaces, and air- cooling units.",II-A,380,1
3132.0700,Air Compressor Operator,"controls or sets automatic regulator to maintain correct supply of air to equipment; observes pressure, temperature and other gauges and makes further adjustments to controls as necessary; cleans and oils equipment, tightens loose parts and performs other servicing tasks to keep compressor in good running order. May connect pipelines from compressor to various equipment and make minor repairs. May operate mechanically or electrically driven compressor.",II-A,380,2
